,Name,Year,Value,Area,Area_Percentage
4876,SAL1,2006,9029.0,225.14000000000001,3.2170532112661188
4877,SAL1,2007,115.0,201.3299999999999,2.8768291863916104
4878,SAL1,2007,131.0,176.06000000000003,2.515743041554201
4879,SAL1,2007,132.0,292.39000000000004,4.1779967506533735
4880,SAL1,2007,140.0,86.55,1.2367236183489496
4881,SAL1,2007,155.0,98.60999999999999,1.4090504448918533
4882,SAL1,2007,171.0,0.37,0.005286975607037682
4883,SAL1,2007,311.0,47.620000000000005,0.680448049749012
4884,SAL1,2007,411.0,148.35000000000002,2.1197914359568655
4885,SAL1,2007,422.0,59.33999999999998,0.8479165743827458
4886,SAL1,2007,459.0,2346.669999999996,33.53185688585702
4887,SAL1,2007,9002.0,50.86,0.7267448091187473
4888,SAL1,2007,9012.0,124.91000000000001,1.784854386689397
4889,SAL1,2007,9018.0,802.7299999999992,11.470307916317173
4890,SAL1,2007,9020.0,325.8799999999998,4.656539488706592
4891,SAL1,2007,9023.0,1203.9900000000002,17.20396151653324
4892,SAL1,2007,9024.0,666.9799999999997,9.530559433464841
4893,SAL1,2007,9025.0,140.54999999999998,2.0083362745112057
4894,SAL1,2007,9029.0,225.14000000000001,3.217053211266118
4895,SAL1,2008,115.0,188.69000000000008,2.696214668356596
4896,SAL1,2008,131.0,184.46999999999997,2.6359145681898406
4897,SAL1,2008,132.0,265.41999999999973,3.7926190962701085
4898,SAL1,2008,140.0,102.91999999999997,1.470636566152211
4899,SAL1,2008,155.0,122.88000000000001,1.7558474664670012
4900,SAL1,2008,171.0,0.94,0.013431775866528165
4901,SAL1,2008,311.0,95.89000000000003,1.3701840296184957
4902,SAL1,2008,411.0,158.57000000000014,2.265826275697205
4903,SAL1,2008,422.0,49.46999999999999,0.7068829277842003
4904,SAL1,2008,459.0,2329.479999999997,33.28622685697871
4905,SAL1,2008,9002.0,50.93000000000001,0.7277450477471059
4906,SAL1,2008,9012.0,126.60000000000004,1.8090030050026236
4907,SAL1,2008,9018.0,812.799999999999,11.614199387568169
4908,SAL1,2008,9020.0,271.2500000000001,3.875924684889113
4909,SAL1,2008,9023.0,1204.9300000000003,17.21739329239977
4910,SAL1,2008,9024.0,666.9799999999997,9.530559433464841
4911,SAL1,2008,9025.0,140.54999999999998,2.0083362745112057
4912,SAL1,2008,9029.0,225.56,3.223054643036269
4913,SAL1,2009,115.0,212.8600000000001,3.0415827776055178
4914,SAL1,2009,131.0,113.72,1.624959097384663
4915,SAL1,2009,132.0,239.77000000000012,3.4261030845930427
4916,SAL1,2009,140.0,74.48999999999997,1.0643967918060453
4917,SAL1,2009,155.0,152.68000000000006,2.181663339682469
4918,SAL1,2009,311.0,104.51000000000003,1.493356272139212
4919,SAL1,2009,411.0,183.57000000000008,2.6230543572538045
4920,SAL1,2009,422.0,53.54000000000004,0.7650396594616156
4921,SAL1,2009,459.0,2329.3599999999965,33.284512162187234
4922,SAL1,2009,9002.0,52.010000000000005,0.743177300870351
4923,SAL1,2009,9012.0,137.5399999999999,1.9653260134917903
4924,SAL1,2009,9018.0,810.1499999999994,11.576333210923176
4925,SAL1,2009,9020.0,452.5100000000004,6.465971167407092
4926,SAL1,2009,9023.0,1165.28,16.650829555051004
4927,SAL1,2009,9024.0,621.7099999999996,8.88369082338215
4928,SAL1,2009,9025.0,138.29999999999998,1.976185747171112
4929,SAL1,2009,9029.0,156.33,2.2338186395897326
4930,SAL1,2010,115.0,265.8899999999999,3.799334984203374
4931,SAL1,2010,131.0,157.24999999999997,2.246964632991014
4932,SAL1,2010,132.0,242.83000000000018,3.4698278017755704
4933,SAL1,2010,140.0,64.74000000000001,0.9250778399989716
4934,SAL1,2010,155.0,133.10999999999999,1.9020251974399611
4935,SAL1,2010,171.0,1.79,0.025577530639452565
4936,SAL1,2010,311.0,103.17999999999995,1.474351738200399
4937,SAL1,2010,411.0,182.41999999999996,2.606621865502199
4938,SAL1,2010,422.0,56.31000000000003,0.8046205308980864
4939,SAL1,2010,459.0,2322.2099999999978,33.18234493086206
4940,SAL1,2010,9002.0,51.650000000000006,0.7380332164959359
4941,SAL1,2010,9012.0,135.67999999999992,1.9387482442239787
4942,SAL1,2010,9018.0,798.6399999999995,11.411865402174517
4943,SAL1,2010,9020.0,400.23000000000013,5.718935803255923
4944,SAL1,2010,9023.0,1166.47,16.667833611733094
4945,SAL1,2010,9024.0,621.2999999999996,8.877832282844619
4946,SAL1,2010,9025.0,138.29999999999998,1.9761857471711115
4947,SAL1,2010,9029.0,156.33,2.2338186395897317
4948,SAL1,2011,115.0,247.76999999999992,3.540416070691151
4949,SAL1,2011,131.0,146.35000000000008,2.091213189432338
4950,SAL1,2011,132.0,213.89000000000001,3.0563005745656477
4951,SAL1,2011,171.0,223.53,3.1940477228138726
4952,SAL1,2011,311.0,114.36000000000001,1.6341041362725115
4953,SAL1,2011,422.0,28.79,0.41138385872058064
4954,SAL1,2011,459.0,2356.8599999999974,33.6774630518995
4955,SAL1,2011,9002.0,51.440000000000005,0.7350325006108603
