"effect","term","estimate","std.error","statistic","df","p.value"
"fixed","(Intercept)",0.00164054930745368,0.000231765281182008,7.07849466963663,23.0707527529466,0.000000321757705741027
"fixed","pct_agri_sc",0.0000626579712586097,0.000240963402772678,0.260031069189874,23.0660293789449,0.79714688614213
"fixed","conductivity_sc",0.000784594013530483,0.000241479129446469,3.24911728532801,23.0226030373972,0.00353426103711289
